논문 기관명,실제 기관명,상위 기관명,국가,ROR ID,논문 수,근거,검토 필요
"performed while at Google DeepMind, 3University of British Columbia",University of British Columbia,,Canada,03rmrcq20,1,scopus+pdf,
"ServiceNow Research, University of British Columbia",University of British Columbia,,Canada,03rmrcq20,1,scopus+pdf,
"Department of Linguistics, The University of British Columbia, Canada",University of British Columbia,,Canada,03rmrcq20,1,scopus+pdf,
,University of British Columbia,,Canada,03rmrcq20,1,scopus+pdf,
"Department of Chemistry, The University of British Columbia",University of British Columbia,,Canada,03rmrcq20,1,scopus+pdf,
University of British Columbia Canada 68 0.04 6161 90.60,University of British Columbia,,Canada,03rmrcq20,1,pdf,
University of British Columbia,University of British Columbia,,Canada,03rmrcq20,1,scopus+pdf,
University of British Columbia,University of British Columbia,,Canada,03rmrcq20,1,scopus+pdf,
University of British Columbia Canada 26 25 1054 40.54 42.16 13 26,University of British Columbia,,Canada,03rmrcq20,1,pdf,
University of British Columbia,University of British Columbia,,Canada,03rmrcq20,1,scopus+pdf,
University of British Columbia,University of British Columbia,,Canada,03rmrcq20,1,scopus+pdf,
University of Bucharest,University of Bucharest,,Romania,02x2v6p15,1,openalex,
Universitatea din Bucuresti,University of Bucharest,,Romania,02x2v6p15,1,scopus-unconfirmed,
"Alina Maria Holban, University of Bucharest, Romania",University of Bucharest,,Romania,02x2v6p15,1,scopus+pdf,
Università della Calabria,University of Calabria,,Italy,02rc97e94,1,scopus+pdf,
University of Calabria,University of Calabria,,Italy,02rc97e94,1,openalex,
University of Calgary,University of Calgary,,Canada,03yjb2x39,1,openalex,
University of California,University of California,,United States,,1,scopus+pdf,
"University of California, San",University of California,,United States,,1,scopus+pdf,
"Department of Materials Science and Engineering, University of California",University of California,,United States,,1,scopus+pdf,
University of California,University of California,,United States,,1,pdf,
"Vector Institute, 108 College St W1140, M5G 0C6, ON, Canada and 4 University of California San Francisco, 675 Nelson Rising",University of California,,United States,,1,scopus+pdf,국가 불일치
"University of California Berkeley, USA",University of California,,United States,,1,scopus+pdf,
University of California USA 67 0.02 4752 70.92 [,University of California,,United States,,1,pdf,
UCSF School of Medicine,University of California - San Francisco School of Medicine,,United States,01ztwst47,1,scopus+pdf,
"Department of Computer Science, University of California Los Angeles; Los Angeles",University of California Los,,United States,,1,scopus+pdf,
University of Washington 2UC San Diego,University of California San Diego,,United States,0168r3w48,1,scopus+pdf,
Rady School of Management,University of California San Diego,,United States,0168r3w48,1,scopus+pdf,
"MIT CSAIL, 2UC San Diego, 3Shanghai Jiao Tong University",University of California San Diego,,United States,0168r3w48,1,scopus+pdf,
"Hillbot Inc. and University of California, San Diego",University of California San Diego,,United States,0168r3w48,1,scopus+pdf,
"Department of Physics, University of California, San Diego",University of California San Diego,,United States,0168r3w48,1,scopus+pdf,
"Department of Computer Science & Engineering, University of California San Diego, La Jolla, CA",University of California San Diego,,United States,0168r3w48,1,scopus+pdf,
"University of California, San Diego",University of California San Diego,,United States,0168r3w48,1,scopus+pdf,
"University of California, San Diego",University of California San Diego,,United States,0168r3w48,1,scopus+pdf,
"Department of Mathematics, University of California, San Diego, San Diego, California, USA",University of California San Diego,,United States,0168r3w48,1,scopus+pdf,
"University of California San Diego, La Jolla, CA, USA",University of California San Diego,,United States,0168r3w48,1,scopus+pdf,
"Department of Computer Science, University of Cali- fornia San Diego, La Jolla, USA",University of California San Diego,,United States,0168r3w48,1,scopus+pdf,
"University of California, San Diego",University of California San Diego,,United States,0168r3w48,1,scopus+pdf,
"University of California, San Diego",University of California San Diego,,United States,0168r3w48,1,scopus+pdf,
University of California San Diego,University of California San Diego,,United States,0168r3w48,1,scopus+pdf,
University of Cali- fornia San Diego,University of California San Diego,,United States,0168r3w48,1,scopus+pdf,
"Department of Computer Science and Engineering, University of California-San Diego, San Diego, USA",University of California San Diego,,United States,0168r3w48,1,scopus+pdf,
"University of California, San Diego, La Jolla, USA",University of California San Diego,,United States,0168r3w48,1,scopus+pdf,
"University of California, San Diego",University of California San Diego,,United States,0168r3w48,1,scopus+pdf,
University of California San Diego,University of California San Diego,,United States,0168r3w48,1,scopus+pdf,
"Electrical and Computer Engineering, University of Cali- fornia San Diego, CA, US",University of California San Diego,,United States,0168r3w48,1,scopus+pdf,
,University of California San Diego,,United States,0168r3w48,1,scopus+pdf,
,University of California San Diego,,United States,0168r3w48,1,scopus+pdf,
"Department of Electrical and Computer Engineering, Uni- versity of California San Diego (UCSD), La Jolla, United States",University of California San Diego,,United States,0168r3w48,1,scopus+pdf,
"University of California, San Diego",University of California San Diego,,United States,0168r3w48,1,scopus+pdf,
University of California San Francisco Medical Center,University of California San Francisco Medical Center,,United States,01t8svj65,1,openalex,
University of California System 2012 18,University of California System,,United States,00pjdza24,1,pdf,
University of California United States 42 35 1404 33.43 40.11 14 37,University of California United States,,United States,,1,pdf,
"University of California, Davis, 2University of California, Berkeley","University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
"University of California, Berkeley, CA 94720, USA","University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
UC Berkeley’s Industrial Engineering and Operations Research Department,"University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
,"University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
UC Berkeley School of Information,"University of California, Berkeley",,United States,01an7q238,1,scopus-unconfirmed,
"Nvidia; 2Carnegie Mellon University; 3University of California, Berkeley","University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
"Liquid AI; 6Independent Researcher; 7University of California, Berkeley","University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
"Edited by Ronald Lee, University of California, Berkeley, CA; received October 24, 2022; accepted December 13, 2022","University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
"Department of Statistics, University of California at Berkeley, Berkeley, CA, USA","University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
"Department of Sociology, University of California, Berkeley, USA","University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
"Department of Materials Science & Engineering, University of California, Berkeley, California 94720, United States","University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
"Department of Materials Science & Engineering, University of California, Berkeley, Berkeley, California 94720, United States","University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
"Department of Chemistry, University of California, Berkeley, CA, USA","University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
"Arc Institute; 2Stanford University; 3University of California, Berkeley","University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
"Amazon FAR, 2UC Berkeley, 3CMU, 4Stanford University, †Amazon FAR team co-lead","University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
"Amazon FAR (Frontier AI & Robotics), 2MIT, 3UC Berkeley, 4Stanford University, 5CMU","University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
"University of California, Berkeley","University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
"University of California, Berkeley","University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
University of California Berkeley,"University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
"University of California, Berkeley","University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
"Leinweber Institute for Theoretical Physics, Uni- versity of California, Berkeley, CA 94720, USA","University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
"University of California, Berkeley","University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
University of California at Berkeley,"University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
"Pitzer Theory Center and Department of Chemistry, University of California, Berkeley, Berkeley, CA 94720 USA","University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
"University of California, Berke- ley","University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
"Department of Sociology, University of California, Berkeley, USA","University of California, Berkeley",,United States,01an7q238,1,pdf,
"Department of Mathematics, University of California, Berkeley, Berkeley, CA","University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
"University of California, Berkeley, USA","University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
"University of California, Berkeley, Berkeley, California, USA","University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
"University of Cali- fornia, Berkeley","University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
"Department of Computing, Data Science, and Society, University of California, Berkeley, Berkeley, CA, USA","University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
"University of California, Berkeley","University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
"University of California, Berkeley, Berkeley, California, USA","University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
"University of Cali- fornia, Berkeley, Berkeley, California, USA","University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
"EECS and Statistics, University of California, Berkeley, USA ()","University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
"Department of Materials Science and Engineering, University of California, Berkeley, CA, USA","University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
"University of California, Berkeley","University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
"Department of Bioengineering, University of California, Berkeley, Berkeley, CA 94720, USA","University of California, Berkeley",,United States,01an7q238,1,pdf,
"University of California, Berkeley, California, United States","University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
"University of California, Berke- ley","University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
"Division of Biostatistics, University of California, Berke- ley","University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
"Department of Mathematics, University of California, Berke- ley","University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
"Department of Materials Science and Engineering, University of California, Berkeley, Berkeley, CA, USA","University of California, Berkeley",,United States,01an7q238,1,pdf,
"Department of Electrical Engineer- ing and Computer Science, University of California, Berke- ley, USA","University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
"University of California, Berkeley","University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
"Department of Computer Science, University of California, Berkeley, Berkeley, CA 94720, USA","University of California, Berkeley",,United States,01an7q238,1,scopus+pdf,
"University of California, Berkeley, USA","University of California, Berkeley",,United States,01an7q238,1,pdf,
"University of California, Davis","University of California, Davis",,United States,05rrcem69,1,scopus+pdf,
"University of California, Davis","University of California, Davis",,United States,05rrcem69,1,scopus+pdf,
"Department of Molecular and Cellular Biology, Univer- sity of California, Davis, California, United States of America","University of California, Davis",,United States,05rrcem69,1,scopus+pdf,
"University of California, Davis","University of California, Davis",,United States,05rrcem69,1,scopus+pdf,
"Department of EECS, University of California, Irvine, USA","University of California, Irvine",,United States,04gyf1771,1,scopus+pdf,
"Department of Biomedical Engineering, University of California; Irvine, CA, USA","University of California, Irvine",,United States,04gyf1771,1,scopus+pdf,
"Department of Physics and Astronomy, University of California, Irvine, CA 92697, USA","University of California, Irvine",,United States,04gyf1771,1,scopus+pdf,
"University of California, Irvine","University of California, Irvine",,United States,04gyf1771,1,scopus+pdf,
"Department of Mathematics, University of California, Irvine, Irvine, USA","University of California, Irvine",,United States,04gyf1771,1,scopus+pdf,
"Department of Mathematics, University of California, Irvine, CA, USA","University of California, Irvine",,United States,04gyf1771,1,scopus+pdf,
"Department of Mathematics, University of California, Irvine, CA 92697, USA","University of California, Irvine",,United States,04gyf1771,1,scopus+pdf,
"Department of Electrical Engineering and Computer Science, University of California Irvine, USA","University of California, Irvine",,United States,04gyf1771,1,scopus+pdf,
"University of California, Los Angeles, United States♦","University of California, Los Angeles",,United States,046rm7j60,1,scopus+pdf,
"University of California, Los Angeles, CA, USA","University of California, Los Angeles",,United States,046rm7j60,1,scopus+pdf,
UCLA School of Dentistry,"University of California, Los Angeles",,United States,046rm7j60,1,scopus+pdf,
"Department of Materials Science and Engineering, University of California, Los Angeles, CA, USA","University of California, Los Angeles",,United States,046rm7j60,1,scopus+pdf,
"Department of Computer Science, University of California, Los Angeles","University of California, Los Angeles",,United States,046rm7j60,1,scopus+pdf,
"University of Califor- nia, Los Angeles","University of California, Los Angeles",,United States,046rm7j60,1,scopus+pdf,
"University of California, Los Angeles, USA","University of California, Los Angeles",,United States,046rm7j60,1,scopus+pdf,
"University of California, Los Angeles","University of California, Los Angeles",,United States,046rm7j60,1,scopus+pdf,
"University of California, Los Angeles","University of California, Los Angeles",,United States,046rm7j60,1,scopus+pdf,
"The Department of Mechanical and Aerospace Engineer- ing, University of California, Los Angeles, US","University of California, Los Angeles",,United States,046rm7j60,1,scopus+pdf,
"Department of Chemistry and Biochemistry, University of California, Los Angeles, CA 90095, USA","University of California, Los Angeles",,United States,046rm7j60,1,scopus+pdf,
"University of California, Los Angeles","University of California, Los Angeles",,United States,046rm7j60,1,scopus+pdf,
"University of California, Los Angeles, Los Angeles, CA, USA","University of California, Los Angeles",,United States,046rm7j60,1,scopus+pdf,
"University of California, Los An- geles","University of California, Los Angeles",,United States,046rm7j60,1,scopus+pdf,
"Department of Economics, University of California, Los Angeles, USA","University of California, Los Angeles",,United States,046rm7j60,1,scopus+pdf,
"Department of Computer Science, University of California Los Angeles (UCLA), California, USA","University of California, Los Angeles",,United States,046rm7j60,1,scopus+pdf,
"Department of Chemistry and Biochemistry, University of California Los Angeles, Los Angeles, CA 90095, USA","University of California, Los Angeles",,United States,046rm7j60,1,scopus+pdf,
"University of California, Los Angeles","University of California, Los Angeles",,United States,046rm7j60,1,scopus+pdf,
"University of California, Los Angeles","University of California, Los Angeles",,United States,046rm7j60,1,scopus+pdf,
UC Merced,"University of California, Merced",,United States,00d9ah105,1,scopus+pdf,
"Management Program, School of Engineering, University of California, Merced, CA 95343, USA","University of California, Merced",,United States,00d9ah105,1,scopus+pdf,
UC Merced,"University of California, Merced",,United States,00d9ah105,1,scopus+pdf,
"University of California, Merced","University of California, Merced",,United States,00d9ah105,1,scopus+pdf,
"School of Natural Sciences, University of California at Merced, USA","University of California, Merced",,United States,00d9ah105,1,scopus+pdf,
"University of Califor- nia, Riverside","University of California, Riverside",,United States,03nawhv43,1,scopus+pdf,
"University of Califor- nia, Riverside","University of California, Riverside",,United States,03nawhv43,1,scopus+pdf,
"University of California, Riverside, Department of Mathematics, Riverside, CA 92521, USA E-mail address:","University of California, Riverside",,United States,03nawhv43,1,pdf,
"Department of Pathology, University of California San Francisco, San Francisco, CA, USA","University of California, San Francisco",,United States,043mz5j54,1,scopus+pdf,
"Department of Bioengineering and Therapeutic Sciences, University of California, San Francisco; San Francisco, CA 94143, USA","University of California, San Francisco",,United States,043mz5j54,1,scopus+pdf,
"University of California, San Francisco","University of California, San Francisco",,United States,043mz5j54,1,scopus+pdf,
"Department of Oral and Maxillofacial Surgery, University of California, San Francisco, CA, USA","University of California, San Francisco",,United States,043mz5j54,1,scopus+pdf,
"University of California, San Francisco","University of California, San Francisco",,United States,043mz5j54,1,scopus+pdf,
"♡University of California, Santa Barbara","University of California, Santa Barbara",,United States,02t274463,1,scopus+pdf,
"University of California, Santa Barbara, United States♥","University of California, Santa Barbara",,United States,02t274463,1,scopus+pdf,
"Department of Electrical and Computer Engineering, University of California, Santa Barbara, California","University of California, Santa Barbara",,United States,02t274463,1,scopus+pdf,
"University of California, Santa Bar- bara","University of California, Santa Barbara",,United States,02t274463,1,scopus+pdf,
"Department of Computer Science, University of California, Santa Barbara, Santa Barbara, CA, USA","University of California, Santa Barbara",,United States,02t274463,1,scopus+pdf,
"University of California, Santa Barbara","University of California, Santa Barbara",,United States,02t274463,1,scopus+pdf,
"University of California, Santa Barbara","University of California, Santa Barbara",,United States,02t274463,1,scopus+pdf,
"Department of Chemistry and Biochemistry, University of California, Santa Barbara, CA 93106, USA","University of California, Santa Barbara",,United States,02t274463,1,scopus+pdf,
"University of California, Santa Bar- bara","University of California, Santa Barbara",,United States,02t274463,1,scopus+pdf,
"University of California Santa Cruz, 2Meta AI 3Adobe Research","University of California, Santa Cruz",,United States,03s65by71,1,scopus+pdf,
"Santa Cruz Institute for Particle Physics, University of California, Santa Cruz","University of California, Santa Cruz",,United States,03s65by71,1,scopus+pdf,
"University of California, Santa Cruz, Santa Cruz, California, USA","University of California, Santa Cruz",,United States,03s65by71,1,scopus+pdf,
"Yusuf Hamied Department of Chemistry, University of Cambridge, CB2",University of Cambridge,,United Kingdom,013meh722,1,scopus+pdf,
"University of Cambridge, Cambridge, United Kingdom .uk",University of Cambridge,,United Kingdom,013meh722,1,scopus+pdf,
"Dept. of History and Philosophy of Science, University of Cambridge, UK",University of Cambridge,,United Kingdom,013meh722,1,scopus+pdf,
"Department of Computer Science & Technology, University of Cambridge, Cambridge, UK 16Nvidia, Santa Clara, CA",University of Cambridge,,United Kingdom,013meh722,1,scopus+pdf,
"Department of Chemical Engineering and Biotechnology, University of Cambridge, Cambridge, UK",University of Cambridge,,United Kingdom,013meh722,1,scopus+pdf,
"Afﬁliations: 1Department of Biochemistry, University of Cambridge, 80 Tennis Court Road, Cambridge, CB2 1GA, UK",University of Cambridge,,United Kingdom,013meh722,1,scopus+pdf,
"University of Cambridge, United Kingdom",University of Cambridge,,United Kingdom,013meh722,1,scopus+pdf,
"University of Cambridge, Cambridge, UK. Cor- respondence to: Yi Ding .sg , Cuntai Guan .sg",University of Cambridge,,United Kingdom,013meh722,1,scopus+pdf,
"Cambridge Institute for Therapeutic Immunology and Infectious Diseases (CIITID), University of Cambridge, UK",University of Cambridge,,United Kingdom,013meh722,1,scopus+pdf,
"University of Cambridge, Cambridge, UK",University of Cambridge,,United Kingdom,013meh722,1,scopus+pdf,
"University of Cambridge, Cambridge, United Kingdom",University of Cambridge,,United Kingdom,013meh722,1,pdf,
University of Cambridge,University of Cambridge,,United Kingdom,013meh722,1,scopus+pdf,
"Language Technol- ogy Lab, University of Cambridge, Cambridge, U.K",University of Cambridge,,United Kingdom,013meh722,1,scopus+pdf,
"Department of Applied Math- ematics and Theoretical Physics, University of Cambridge, Cam- bridge, United Kingdom",University of Cambridge,,United Kingdom,013meh722,1,scopus+pdf,
"University of Cambridge, UK *Authors are with",University of Cambridge,,United Kingdom,013meh722,1,scopus+pdf,
"University of Cambridge, UK",University of Cambridge,,United Kingdom,013meh722,1,scopus+pdf,
"University of Cambridge, Cambridge, England",University of Cambridge,,United Kingdom,013meh722,1,scopus+pdf,
"Department of Theoretical Physics and Applied Mathemat- ics, University of Cambridge, Cambridge, United King- dom, .uk",University of Cambridge,,United Kingdom,013meh722,1,scopus+pdf,
"Department of Computer Sci- ence and Technology, University of Cambridge, Cambridge, UK",University of Cambridge,,United Kingdom,013meh722,1,scopus+pdf,
University of Cambridge,University of Cambridge,,United Kingdom,013meh722,1,pdf,
"Department of Applied Mathematics and Theoretical Physics, University of Cambridge, Cambridge, UK",University of Cambridge,,United Kingdom,013meh722,1,scopus+pdf,
"Yusuf Hamied Department of Chemistry, University of Cambridge",University of Cambridge,,United Kingdom,013meh722,1,scopus+pdf,
"University of Cambridge, Cambridge, United Kingdom",University of Cambridge,,United Kingdom,013meh722,1,scopus+pdf,
"University of Cambridge, Cambridge, UK",University of Cambridge,,United Kingdom,013meh722,1,scopus+pdf,
"University of Cambridge, Cam- bridge, United Kingdom",University of Cambridge,,United Kingdom,013meh722,1,scopus+pdf,
"Department of Computer Science, University of Cambridge, Cambridge, UK",University of Cambridge,,United Kingdom,013meh722,1,scopus+pdf,
"Department of Computer Science and Technology, University of Cambridge, Cambridge, UK",University of Cambridge,,United Kingdom,013meh722,1,scopus+pdf,
"Department of Chemical Engineering and Biotechnology, University of Cambridge, Cambridge, UK",University of Cambridge,,United Kingdom,013meh722,1,scopus+pdf,
"Department of Applied Mathematics and Theoretical Physics, University of Cambridge, Cambridge, UK",University of Cambridge,,United Kingdom,013meh722,1,scopus+pdf,
,University of Cambridge,,United Kingdom,013meh722,1,pdf,
"Department of Engineering, University of Cambridge, Cambridge, UK",University of Cambridge,,United Kingdom,013meh722,1,scopus+pdf,
,University of Cambridge,,United Kingdom,013meh722,1,scopus+pdf,
Università degli Studi della Campania Luigi Vanvitelli,"University of Campania ""Luigi Vanvitelli""",,Italy,02kqnpp86,1,scopus-unconfirmed,
"University of Campania ""Luigi Vanvitelli""","University of Campania ""Luigi Vanvitelli""",,Italy,02kqnpp86,1,openalex,
"University of Campania L. Vanvitelli, Capua 81043, Italy",University of Campania L. Vanvitelli,,Italy,,1,scopus+pdf,
,University of Cape Town,,South Africa,03p74gp79,1,scopus+pdf,
University of Catania,University of Catania,,Italy,03a64bh57,1,openalex,
"♣Bridge-AI Lab, Department of CS, University of Central Florida",University of Central Florida,,United States,036nfer12,1,scopus+pdf,
"Present address: Department of Physics, University of Central Florida, Orlando, FL, USA",University of Central Florida,,United States,036nfer12,1,scopus+pdf,
"Department of Computer Science, University of Central Florida, Orlando, FL 32816, USA",University of Central Florida,,United States,036nfer12,1,scopus+pdf,
"University of Central Florida, Orlando, FL, USA",University of Central Florida,,United States,036nfer12,1,scopus+pdf,
"Department of Industrial Engineering, University of Central Florida, Orlando, FL, United States",University of Central Florida,,United States,036nfer12,1,scopus+pdf,
"University of Chemistry and Technology, Prague","University of Chemistry and Technology, Prague",,Czechia,05ggn0a85,1,openalex,
"University of Chicago♣, Tsinghua University",University of Chicago,,United States,024mw5h28,1,scopus+pdf,
The University of Chicago Booth School of Business,University of Chicago,,United States,024mw5h28,1,scopus+pdf,
,University of Chicago,,United States,024mw5h28,1,pdf,
"Pritzker School of Molecular Engineering, The University of Chicago, Chicago, IL, USA",University of Chicago,,United States,024mw5h28,1,scopus+pdf,
Pritzker School of Molecular Engineering,University of Chicago,,United States,024mw5h28,1,scopus+pdf,
"Knowledge Lab, Department of Sociology, University of Chicago, IL, USA",University of Chicago,,United States,024mw5h28,1,scopus+pdf,
"Department of Sociology & Knowledge Lab, University of Chicago, Illinois, USA",University of Chicago,,United States,024mw5h28,1,scopus+pdf,
"Department of Computer Science, University of Chicago, Chicago, IL, USA",University of Chicago,,United States,024mw5h28,1,scopus+pdf,
"Department of Computer Science, University of Chicago",University of Chicago,,United States,024mw5h28,1,scopus+pdf,
"Department of Computer Science, The University of Chicago",University of Chicago,,United States,024mw5h28,1,scopus+pdf,
"University of Chicago, Chicago, IL, USA",University of Chicago,,United States,024mw5h28,1,scopus+pdf,
The University of Chicago,University of Chicago,,United States,024mw5h28,1,scopus+pdf,
"University of Chicago, Chicago, IL, USA",University of Chicago,,United States,024mw5h28,1,scopus+pdf,
"Department of Computer Science, University of Chicago",University of Chicago,,United States,024mw5h28,1,scopus+pdf,
University of Chicago,University of Chicago,,United States,024mw5h28,1,scopus+pdf,
"Department of Chemistry, University of Chicago, Chicago, IL, USA",University of Chicago,,United States,024mw5h28,1,scopus+pdf,
"University of Chicago, USA",University of Chicago,,United States,024mw5h28,1,scopus+pdf,
")Department of Physics, The University of Chicago, Chicago, IL 60637, USA",University of Chicago,,United States,024mw5h28,1,scopus+pdf,
"University of Chicago Medical Center, Chicago, IL, USA",University of Chicago Medical Center,,United States,0076kfe04,1,scopus+pdf,
"Kuhn, T.S. (1996). The Structure of Scientiﬁc Revolutions (University of Chicago Press)",University of Chicago Press,,,,1,scopus+pdf,
"bSchool of Artificial Intelligence, University of Chinese Academy of Sciences, China",University of Chinese Academy of Sciences,Chinese Academy of Sciences,China,05qbk4x57,1,scopus+pdf,
"University of Chinese Academy of Sciences, Beijing 101408, China",University of Chinese Academy of Sciences,Chinese Academy of Sciences,China,05qbk4x57,1,scopus+pdf,
"University of Chinese Academy of Sciences, Beijing (China)",University of Chinese Academy of Sciences,Chinese Academy of Sciences,China,05qbk4x57,1,scopus+pdf,
"University of Chinese Academy of Sciences, 5 The Chinese University of Hong Kong",University of Chinese Academy of Sciences,Chinese Academy of Sciences,China,05qbk4x57,1,scopus+pdf,
University of Chinese Academy of Sciences 3The University of Hong Kong,University of Chinese Academy of Sciences,Chinese Academy of Sciences,China,05qbk4x57,1,scopus+pdf,
"University of Chinese Academy of Science, Beijing, China",University of Chinese Academy of Sciences,Chinese Academy of Sciences,China,05qbk4x57,1,scopus+pdf,
"School of Engineering Science, University of Chinese Academy of Sciences, Beijing, China",University of Chinese Academy of Sciences,Chinese Academy of Sciences,China,05qbk4x57,1,scopus+pdf,
"School of Artificial Intelligence, University of Chinese Academy of Sciences, Beijing, China",University of Chinese Academy of Sciences,Chinese Academy of Sciences,China,05qbk4x57,1,scopus+pdf,
"School of Advanced Interdisciplinary Sciences, University of Chinese Academy of Sciences, Beijing, China",University of Chinese Academy of Sciences,Chinese Academy of Sciences,China,05qbk4x57,1,scopus+pdf,
"School of Advanced Interdisciplinary Sciences, University of Chinese Academy of Sciences",University of Chinese Academy of Sciences,Chinese Academy of Sciences,China,05qbk4x57,1,scopus+pdf,
"Institution of Physics, University of the Chinese Academy of Sciences",University of Chinese Academy of Sciences,Chinese Academy of Sciences,China,05qbk4x57,1,scopus+pdf,
"College of Life Sciences, University of Chinese Academy of Sciences, 100049, Beijing, China",University of Chinese Academy of Sciences,Chinese Academy of Sciences,China,05qbk4x57,1,scopus+pdf,
Baichuan Inc. 2University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,Chinese Academy of Sciences,China,05qbk4x57,1,scopus+pdf,
"School of Artificial Intelligence, University of Chinese Academy of Sci- ences, Beijing, China",University of Chinese Academy of Sciences,Chinese Academy of Sciences,China,05qbk4x57,1,scopus+pdf,
"School of Artificial Intelligence, University of Chinese Academy of Sciences (UCAS), Beijing, China",University of Chinese Academy of Sciences,Chinese Academy of Sciences,China,05qbk4x57,1,scopus+pdf,
"University of the Chinese Academy of Sciences, China",University of Chinese Academy of Sciences,Chinese Academy of Sciences,China,05qbk4x57,1,scopus+pdf,
"Taiji Laboratory for Gravitational Wave Universe (Bei- jing/Hangzhou), University of Chinese Academy of Sciences (UCAS), Beijing 100049, China",University of Chinese Academy of Sciences,Chinese Academy of Sciences,China,05qbk4x57,1,scopus+pdf,
"School of Artificial Intelligence, University of Chinese Academy of Sciences",University of Chinese Academy of Sciences,Chinese Academy of Sciences,China,05qbk4x57,1,scopus+pdf,
"University of Chinese Academy of Sciences, Beijing, China",University of Chinese Academy of Sciences,Chinese Academy of Sciences,China,05qbk4x57,1,scopus+pdf,
"University of Chinese Academy of Sciences, Beijing 100190, China",University of Chinese Academy of Sciences,Chinese Academy of Sciences,China,05qbk4x57,1,scopus+pdf,
University of the Chinese Academy of Sciences,University of Chinese Academy of Sciences,Chinese Academy of Sciences,China,05qbk4x57,1,scopus+pdf,
"University of Chinese Academy of Sciences, Beijing, 101408, China",University of Chinese Academy of Sciences,Chinese Academy of Sciences,China,05qbk4x57,1,scopus+pdf,
"University of Chinese Academy of Sciences, Beijing 100190, China",University of Chinese Academy of Sciences,Chinese Academy of Sciences,China,05qbk4x57,1,scopus+pdf,
"School of Future Technology, University of Chinese Academy of Sciences, Beijing, China",University of Chinese Academy of Sciences,Chinese Academy of Sciences,China,05qbk4x57,1,scopus+pdf,
"School of Future Technology, University of Chinese Academy of Sciences, Beijing 100049, China",University of Chinese Academy of Sciences,Chinese Academy of Sciences,China,05qbk4x57,1,scopus+pdf,
"School of Artificial Intelligence, University of Chinese Academy of Sciences",University of Chinese Academy of Sciences,Chinese Academy of Sciences,China,05qbk4x57,1,scopus+pdf,
"School of Artificial Intelli- gence, University of Chinese Academy of Sciences, Beijing, China",University of Chinese Academy of Sciences,Chinese Academy of Sciences,China,05qbk4x57,1,scopus+pdf,
"School of Advanced Interdisciplinary Sciences, University of Chinese Academy of Sciences, Beijing, China",University of Chinese Academy of Sciences,Chinese Academy of Sciences,China,05qbk4x57,1,scopus+pdf,
"Hangzhou Institute for Advanced Study, University of Chinese Academy of Sciences, Hangzhou, China",University of Chinese Academy of Sciences,Chinese Academy of Sciences,China,05qbk4x57,1,scopus+pdf,
"Center of Materials Science and Optoelectronics Engineering, University of Chi- nese Academy of Sciences, Beijing 100049, China",University of Chinese Academy of Sciences,Chinese Academy of Sciences,China,05qbk4x57,1,scopus+pdf,
